"Find School/District Results"

"OrganizationType","District","OrganizationCode","OrganizationName","Street","City","State","ZIP","Phone","Fax","Website","Education Program","Program Type","Inter-District Magnet","Pre Kindergarten","Kindergarten","Grade 1","Grade 2","Grade 3","Grade 4","Grade 5","Grade 6","Grade 7","Grade 8","Grade 9","Grade 10","Grade 11","Grade 12"
"Public Schools","Stratford School District",="1381011","Second Hill Lane School","65 Second Hill Ln.","Stratford","CT",="06614","203-385-4292",,"http://secondhilllane.stratfordk12.org/",,,,="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0"
"Public Schools","Stratford School District",="1381511","Stratford Academy - Johnson House","719 Birdseye Street","Stratford","CT","06615-6827","203-385-4180",,"http://sajohnson.stratfordk12.org",,,,="0",="0",="0",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0"
"Public Schools","Stratford School District",="1382211","Stratford Academy - Victoria Soto School","699 Birdseye Street","Stratford","CT",="06615","203-375-2206",,"http://TBD",,,,="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
"Adult Education Providers","Stratford School District",="1380117","Stratford Adult Education","45 North Parade","Stratford","CT",="06615","203-385-4270","203-386-3163","http://www.stratfordk12.org",,,,,,,,,,,,,,,,,
"Public Schools","Stratford School District",="1386111","Stratford High School","45 North Parade","Stratford","CT","06615-5822","203-385-4230",,"http://stratfordhigh.stratfordk12.org/",,,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public School Districts","Stratford School District",="1380011","Stratford School District","1000 East Broadway","Stratford","CT",="06615","203-385-4210",,"http://www.stratfordk12.org/",,,,,,,,,,,,,,,,,
"Program","Stratford School District",="1389011","Strive-Stratford","469 Birdseye Street","Stratford","CT","06615-5916","203-380-6728",,,,"Transition Community-Based",,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public Schools","Stratford School District",="1381411","Wilcoxson School","600 Wilcoxson Ave.","Stratford","CT","06615-4238","203-385-4196",,"http://wilcoxson.stratfordk12.org/",,,,="0",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0"
"Public Schools","Suffield School District",="1390411","A. Ward Spaulding School","945 Mountain Rd.","Suffield","CT","06078-2014","860-668-3826",,"http://www.suffield.org/spaulding/Default.htm",,,,="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Suffield School District",="1390311","McAlister Intermediate School","260 Mountain Road","Suffield","CT",="06078","860-668-3830",,,,,,="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Suffield School District",="1396111","Suffield High School","1060 Sheldon Street","West Suffield","CT",="06093","860-668-3810",,"http://www.suffield.org/highschool/Default.htm",,,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public Schools","Suffield School District",="1395111","Suffield Middle School","350 Mountain Rd.","Suffield","CT","06078-2078","860-668-3820",,"http://www.suffield.org/mcalister/Default.htm",,,,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0"
"Public School Districts","Suffield School District",="1390011","Suffield School District","350 Mountain Road","Suffield","CT",="06078","860-668-3800",,"http://www.suffield.org/",,,,,,,,,,,,,,,,,
"Public Charter Schools","The Bridge Academy District",="2696113","The Bridge Academy","160 Pulaski Street","Bridgeport","CT",="06608","203-336-9999",,"http://www.bridgeacademy.org",,,,="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="1",="1"
"Public Charter School Districts","The Bridge Academy District",="2690013","The Bridge Academy District","160 Pulaski Street","Bridgeport","CT",="06608","203-336-9999",,"http://www.bridgeacademy.org",,,,,,,,,,,,,,,,,
"Endowed and Incorporated Academies Schools","The Gilbert School District",="9026122","The Gilbert School","200 Williams Ave.","Winsted","CT","06098-1190","860-379-8521","860-379-6163","http://www.gilbertschool.org",,,,="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="1",="1"
"Endowed and Incorporated Academies Districts","The Gilbert School District",="9020022","The Gilbert School District","200 Williams Avenue","Winsted","CT",="06098","860-379-6163",,"http://www.gilbertschool.org",,,,,,,,,,,,,,,,,
"Public Schools","Thomaston School District",="1400111","Black Rock School","57 Branch Rd.","Thomaston","CT","06787-1916","860-283-3040",,"http://www.thomastonschools.org",,,,="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0"
"Program","Thomaston School District",="1400311","PATHS","185 Branch Road","Thomaston","CT",="06787","860-283-4796 x252","860-283-6708","http://thomaston.schooldesk.net/",,"Alternative",,="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="1",="1"
"Public Schools","Thomaston School District",="1400211","Thomaston Center School","1 Thomas Ave.","Thomaston","CT","06787-1502","860-283-3036",,"http://www.thomastonschools.org",,,,="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0",="0",="0"
"Public Schools","Thomaston School District",="1406211","Thomaston High School","185 Branch Rd.","Thomaston","CT","06787-1984","860-283-3030",,"http://www.thomastonschools.org",,,,="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="1",="1"
"Public School Districts","Thomaston School District",="1400011","Thomaston School District","185 Branch Road","Thomaston","CT",="06787","860-283-3053 x2","860-283-3096","http://www.thomastonschools.org",,,,,,,,,,,,,,,,,
"Public Schools","Thompson School District",="1410111","Mary R. Fisher Elementary School","785 Riverside Dr.","North Grosvenordale","CT","06255-0835","860-923-9142",,"http://www.mrfes.thompsonk12.org",,,,="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Thompson School District",="1415111","Thompson Middle School","785 Riverside Dr.","North Grosvenordale","CT","06255-0835","860-923-9380",,"http://www.tms.thompsonk12.org",,,,="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="0",="0",="0",="0"
"Public School Districts","Thompson School District",="1410011","Thompson School District","785 Riverside Drive","North Grosvenor","CT",="06255","860-923-9581",,"http://www.district.thompsonk12.org",,,,,,,,,,,,,,,,,
"Public Schools","Thompson School District",="1416111","Tourtellotte Memorial High School","785 Riverside Dr.","North Grosvenordale","CT","06255-0835","860-923-9303",,"http://www.tmhs.thompsonk12.org",,,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Colleges and Universities","Three Rivers Community College",="5860038","Three Rivers Community College","7 Mahan Dr.","Norwich","CT",="06360","860-886-0177",,,,,,,,,,,,,,,,,,,
"Public Schools","Tolland School District",="1420111","Birch Grove Primary School","247 Rhodes RD","Tolland","CT","06084-3568","860-870-6750","860-870-6754","http://www.bgp.tolland.k12.ct.us",,,,="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
"Program","Tolland School District",="1420411","LEAP","96 Old Post RD","Tolland","CT","06084-3352","860-872-6885","860-872-7126","http://www.tolland.k12.ct.us",,"Special Education",,="0",="0",="0",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1"
"Program","Tolland School District",="1420311","TALC","1 Eagle Hill","Tolland","CT","06084-3323","860-870-6818","860-870-6826","http://www.tolland.k12.ct.us",,"Alternative",,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public Schools","Tolland School District",="1426111","Tolland High School","1 Eagle Hill","Tolland","CT","06084-3323","860-870-6818","860-870-6826","http://www.ths.tolland.k12.ct.us",,,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public Schools","Tolland School District",="1420211","Tolland Intermediate School","96 Old Post RD","Tolland","CT","06084-3325","860-870-6885","860-872-7126","http://www.tis.tolland.k12.ct.us",,,,="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Tolland School District",="1425111","Tolland Middle School","1 Falcon Way","Tolland","CT","06084-3048","860-870-6860","860-870-5737","http://www.tms.tolland.k12.ct.us",,,,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0"
"Public School Districts","Tolland School District",="1420011","Tolland School District","51 Tolland Grn","Tolland","CT","06084-3030","860-870-6850","860-870-7737","http://www.tolland.k12.ct.us",,,,,,,,,,,,,,,,,
"Program","Torrington School District",="1431511","ABC / Forbes School","500 Migeon Ave","Torrington","CT",="06790","860-489-2327 x1614",,,,"Special Education",,="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Program","Torrington School District",="1432411","ABC / Vogel Wetmore","68 Church St","Torrington","CT",="06790","860-489-2327 x1618",,"http://www.torrington.org",,"Alternative",,="0",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Torrington School District",="1430111","East School","215 Hogan Dr.","Torrington","CT","06790-4109","860-489-2303",,"http://www.torrington.org/our_schools/east_school/index.html",,,,="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
"Program","Torrington School District",="1432211","East TPS - PreK - Reg Ed","215 Hogan Drive","Torrington","CT",="06790","860-489-2327 x1618",,"http://www.torrington.org",,"Pre-Kindergarten",,="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
"Program","Torrington School District",="1431011","Even Start Young Parent","355 Migeon Ave","Torrington","CT",="06790","860-489-2327 x1618","860-428-6314",,,"Alternative",,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public Schools","Torrington School District",="1430211","Forbes School","500 Migeon Ave.","Torrington","CT",="06790","860-489-2500",,"http://www.torrington.org/our_schools/forbes_school/index.html",,,,="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Program","Torrington School District",="1431411","New Opportunity Program","355 Migeon Ave","Torrington","CT",="06790","860-489-2327 x1618","860-482-6314",,,"Expulsion Program",,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="1",="1",="1"
"Program","Torrington School District",="1430311","Post Secondary Transition Services","355 Migeon Avenue","Torrington","CT",="06790","860-489-2327 x1618",,"http://www.torrington.org",,"Transition Community-Based",,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Program","Torrington School District",="1431611","Pre-K SpEd","215 Hogan Drive","Torrington","CT",="06790","860-489-2327 x1614",,,,"Special Education",,="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Torrington School District",="1430811","Southwest School","340 Litchfield St.","Torrington","CT",="06790","860-489-2311",,"http://www.torrington.org/our_schools/southwest__school/index.html",,,,="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Program","Torrington School District",="1430611","TPS Preschool Lab","One Major Besse Drive","Torrington","CT",="06790","860-489-2327 x1618","860-482-6314","http://www.torrington.org",,"Pre-Kindergarten",,="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Torrington School District",="1430911","Torringford School","800 Charles St.","Torrington","CT",="06790","860-489-2300",,"http://www.torrington.org/our_schools/torringford_school/index.html",,,,="0",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Torrington School District",="1436111","Torrington High School","50 Major Besse Dr.","Torrington","CT","06790-3793","860-489-2294",,"http://www.torrington.org/our_schools/torrington_high_school/index.html",,,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public Schools","Torrington School District",="1435111","Torrington Middle School","200 Middle School Rd.","Torrington","CT","06790-3168","860-496-4050",,"http://www.torrington.org/our_schools/torrington_middle_school/index.html",,,,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0"
"Public School Districts","Torrington School District",="1430011","Torrington School District","355 Migeon Avenue","Torrington","CT",="06790","860-489-2327",,"http://www.torrington.org/",,,,,,,,,,,,,,,,,
"Public Schools","Torrington School District",="1431311","Vogel-Wetmore School","68 Church St.","Torrington","CT","06790-5217","860-489-2570",,"http://www.torrington.org/our_schools/vogel_wetmore/index.html",,,,="0",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0"
"Program","Torrington School District",="1432011","Voices / TF","800 Charles St","Torrington","CT",="06790","860-489-2327 x1614",,,,"Special Education",,="0",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Charter Schools","Trailblazers Academy District",="2785113","Trailblazers Academy","83 Lockwood Ave","Stamford","CT",="06902","203-977-5690",,"http://www.trailblazersacademy.org/",,,,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0"
"Public Charter School Districts","Trailblazers Academy District",="2780013","Trailblazers Academy District","83 Lockwood ave","Stamford","CT",="06901","203-977-5690",,"http://www.trailblazersacademy.or",,,,,,,,,,,,,,,,,
"Public Schools","Trumbull School District",="1440111","Booth Hill School","545 Booth Hill Rd.","Trumbull","CT","06611-4003","203-452-4377",,"http://www.ctconnect.com/boothhill/",,,,="0",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Trumbull School District",="1440811","Daniels Farm School","710 Daniels Farm Rd.","Trumbull","CT","06611-5539","203-452-4388",,"http://www.trumbullps.org/df/",,,,="0",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Program","Trumbull School District",="1440611","Educating Learners in Transitional Environments (ELITE)","72 Strobel Rd","Trumbull","CT",="06611","203-452-4217",,"http://www.",,"Transition Community-Based",,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Public Schools","Trumbull School District",="1441011","Frenchtown Elementary School","30 Frenchtown Rd.","Trumbull","CT",="06611","203-452-4227",,,,,,="0",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Trumbull School District",="1445211","Hillcrest Middle School","530 Daniels Farm Rd.","Trumbull","CT","06611-5547","203-452-4466",,"http://www.trumbullct.com/hillcrest.htm",,,,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0"
"Public Schools","Trumbull School District",="1440411","Jane Ryan School","190 Park Ln.","Trumbull","CT","06611-2399","203-452-4400",,"http://www.trumbullps.org/jane-ryan/",,,,="0",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Trumbull School District",="1445111","Madison Middle School","4630 Madison Ave.","Trumbull","CT","06611-1732","203-452-4499",,"http://www.trumbullps.org/mms/",,,,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0"
"Public Schools","Trumbull School District",="1440311","Middlebrook School","220 Middlebrooks Ave.","Trumbull","CT","06611-3015","203-452-4411",,"http://www.trumbullct.com/middlebrook.htm",,,,="0",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Program","Trumbull School District",="1440511","REACH","4630 Madison Ave","Trumbull","CT",="06611","203-452-4318",,,,"Special Education",,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="1",="1",="1"
"Public Schools","Trumbull School District",="1440911","Tashua School","401 Stonehouse Rd.","Trumbull","CT","06611-1651","203-452-4433",,"http://www.tashuaschool.com/",,,,="0",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
